mdb,partei,link
https://www.bundestag.de/abgeordnete/biografien/L/limbacher_esra-861252, SPD,"[{'title': 'homepage', 'url': 'https://www.esra-limbacher.de'}, {'title': 'twitter', 'url': 'https://twitter.com/esralimbacher'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/esralimbacher/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/esralimbacher'}]"
https://www.bundestag.de/abgeordnete/biografien/L/limburg_helge-860820, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.helge-limburg.de/'}, {'title': 'twitter', 'url': 'https://www.twitter.com/Helge_Limburg'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/helgelimburg/'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/helge.limburg'}, {'title': 'youtube', 'url': 'http://youtube.com/user/helgelimburg?feature=mhum'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lindemann_lars-860788, FDP,"[{'title': 'homepage', 'url': 'https://www.Lars-Lindemann.de'}, {'title': 'twitter', 'url': 'https://twitter.com/lflindemann?lang=de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/lflindemann/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lindh_helge-857648, SPD,"[{'title': 'homepage', 'url': 'http://www.helge-lindh.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/helgelindh'}, {'title': 'twitter', 'url': 'https://twitter.com/helgelindh'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/helgelindh/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lindholz_andrea-857700, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.lindholz.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/andrea.lindholz/'}, {'title': 'twitter', 'url': 'https://www.twitter.com/Andrea Lindholz/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/Andrea%20Lindholz/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lindner_christian-857658, FDP,"[{'title': 'homepage', 'url': 'https://www.christian-lindner.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/lindner.christian'}, {'title': 'twitter', 'url': 'https://twitter.com/c_lindner'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/christian-lindner'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/christianlindner'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCVAPyAqQjiCZJsHZvOrtwsA'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lindner_tobias-857672, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.tobias-lindner.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/pages/Tobias-Lindner/278875132141051'}, {'title': 'twitter', 'url': 'https://twitter.com/tobiaslindner'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/tobias.lindner.mdb'}]"
https://www.bundestag.de/abgeordnete/biografien/L/link_michael-857678, FDP,"[{'title': 'homepage', 'url': 'https://www.michael-georg-link.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/michael_g_link'}, {'title': 'facebook', 'url': 'https://www.facebook.com/fdphn/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/michael_g_link/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/linnemann_carsten-857688, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.carsten-linnemann.de'}, {'title': 'facebook', 'url': 'http://facebook.com/carsten.linnemann.3/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/carsten_linnemann/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lips_patricia-857666, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.patricia-lips.de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/bundestag.lips/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/patricia.lips.mdb/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/loetzsch_gesine-857662, Die Linke,"[{'title': 'homepage', 'url': 'http://www.gesine-loetzsch.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/gesine.loetzsch/'}, {'title': 'twitter', 'url': 'https://twitter.com/LoetzschMdB'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/@gesine.loetzsch'}]"
https://www.bundestag.de/abgeordnete/biografien/L/loop_denise-861324, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://denise-loop.de'}, {'title': 'twitter', 'url': 'https://twitter.com/denise_loop'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/denise.loop/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/loos_bernhard-857680, CDU/CSU,"[{'title': 'homepage', 'url': 'http://bernhard-loos.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/bernhard.loos.bundestag'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/bernhard-loos-543a0543/'}, {'title': 'Instagram', 'url': 'http://www.Instagram.com/loosbernhard/channel/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCDaT3PuTDiAGHN_g4P3rfGQ'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lucassen_ruediger-857652, AfD,"[{'title': 'homepage', 'url': 'https://www.ruediger-lucassen.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Lucassen.Ruediger'}, {'title': 'twitter', 'url': 'https://twitter.com/buerger2016'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/ruediger.lucassen/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lucks_max-860924, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.maxlucks.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/max_lucks'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/max_lks'}, {'title': 'facebook', 'url': 'https://www.facebook.com/max.lucks'}]"
https://www.bundestag.de/abgeordnete/biografien/L/luczak_jan_marco-857670, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.luczak-berlin.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/JanMarcoLuczakMdB/'}, {'title': 'twitter', 'url': 'http://twitter.com/JM_Luczak'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/jm_luczak/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/ludwig_daniela-857682, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.daniela-ludwig.de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/daniela.ludwig.bundestag/'}, {'title': 'twitter', 'url': 'https://twitter.com/DaniLudwigMdB'}]"
https://www.bundestag.de/abgeordnete/biografien/L/luehrmann_anna-860732, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.anna-luehrmann.de'}, {'title': 'twitter', 'url': 'https://twitter.com/AnnaLuehrmann'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/annaluehrmann/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/ALuehrmann/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/luetke_kristine-860764, FDP,"[{'title': 'homepage', 'url': 'https://www.kristine-luetke.de'}, {'title': 'twitter', 'url': 'https://twitter.com/kristine_lutke'}, {'title': 'Instagram', 'url': 'https://instagram.com/kristine_lutke'}, {'title': 'facebook', 'url': 'https://facebook.com/KristineLutkeFDP'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lugk_bettina-860978, SPD,"[{'title': 'homepage', 'url': 'http://www.bettina-lugk.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/lugkbettina/'}, {'title': 'twitter', 'url': 'https://twitter.com/BettinaLugk'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/bettina_lugk/'}]"
https://www.bundestag.de/abgeordnete/biografien/L/luksic_oliver-857702, FDP,"[{'title': 'homepage', 'url': 'https://www.oliver-luksic.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/OlliLuksic/'}, {'title': 'twitter', 'url': 'https://twitter.com/olliluksic?lang=de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/olliluksic/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/L/lutze_thomas-857660, Die Linke,"[{'title': 'homepage', 'url': 'http://www.thomaslutze.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/thlutze'}]"
https://www.bundestag.de/abgeordnete/biografien/M/maas_heiko-857754, Die Linke,no_data
https://www.bundestag.de/abgeordnete/biografien/M/machalet_tanja-861182, SPD,"[{'title': 'homepage', 'url': 'https://www.tanja-machalet.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/tanja.machalet.spd/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCpbeQZi42VsKGlBS4quHCUA'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/tanjamachalet/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mack_klaus-861554, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.klausmack.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/klaus.mack.37'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/_klausmack_/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mackensen-geis_isabel-857764, SPD,"[{'title': 'homepage', 'url': 'https://isabel-mackensen-geis.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/IsabelMackensen'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/isabelmackensen/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/IMackensen/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/magwas_yvonne-857746, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.magwas.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/yvonne.magwas'}, {'title': 'twitter', 'url': 'https://twitter.com/YvonneMagwas'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/yvonne_magwas/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/malottki_erik-860824, SPD,"[{'title': 'homepage', 'url': 'https://erikvonmalottki.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/ErikvonmalottkiGreifswald'}, {'title': 'twitter', 'url': 'https://twitter.com/erikvonmalottki'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/erikvonmalottki/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mann_holger-861268, SPD,"[{'title': 'homepage', 'url': 'https://holger-mann.de'}, {'title': 'twitter', 'url': 'https://twitter.com/HolgerMannLE'}, {'title': 'Instagram', 'url': 'https://instagram.com/HolgerMannLE'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Mann.Holger.SPD/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mansmann_till-857714, FDP,"[{'title': 'homepage', 'url': 'https://tmansmann.abgeordnete.fdpbt.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Tillmansmannfdp/'}, {'title': 'twitter', 'url': 'https://www.twitter.com/tillmansmann?lang=en'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/till-mansmann-560a3b2'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/tillmansmann?utm_medium=copy_link'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mansoori_kaweh-860624, FDP,no_data
https://www.bundestag.de/abgeordnete/biografien/M/martens_zanda-860992, SPD,"[{'title': 'homepage', 'url': 'https://zanda-martens.spd.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Zanda.Martens/'}, {'title': 'twitter', 'url': 'https://twitter.com/zandamartens'}, {'title': 'Instagram', 'url': 'https://instagram.com/zandamartens'}]"
https://www.bundestag.de/abgeordnete/biografien/M/martin_dorothee-857706, SPD,"[{'title': 'homepage', 'url': 'https://www.dorotheemartin.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/dorothee.spd'}, {'title': 'twitter', 'url': 'https://twitter.com/doro_martin'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/doromartin_hamburg/?hl=de'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/dorothee-martin'}]"
https://www.bundestag.de/abgeordnete/biografien/M/marvi_parsa-860158, SPD,"[{'title': 'homepage', 'url': 'https://www.parsa-marvi.de'}, {'title': 'twitter', 'url': 'https://twitter.com/ParsaMarvi'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/parsa.marvi'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Parsa.Marvi.SPD'}, {'title': 'Xing', 'url': 'https://www.xing.com/profile/Parsa_Marvi/cv'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mascheck_franziska-861710, SPD,"[{'title': 'homepage', 'url': 'http://www.franziska-mascheck.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/franziskamascheck'}, {'title': 'twitter', 'url': 'https://twitter.com/f_mascheck'}, {'title': 'Instagram', 'url': 'http://instagram.com/franziskamascheck/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mast_katja-857756, SPD,"[{'title': 'homepage', 'url': 'http://www.katja-mast.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/katja.mast.politik/'}, {'title': 'twitter', 'url': 'https://twitter.com/KatjaMast'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/katja.mast.politik/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mattfeldt_andreas-857716, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.andreas-mattfeldt.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/AndreasMattfeldtMdb/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/andreas_mattfeldt'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mayer_stephan-857710, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.mayerstephan.de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mayer_zoe-860136, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://zoe-mayer.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/zoe.gruene'}, {'title': 'twitter', 'url': 'https://twitter.com/zoe_gruene'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/zoe.gruene'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mayer_lay_volker-861536, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.mayer-lay.de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/volkermayerlay/?hl=de'}, {'title': 'facebook', 'url': 'https://m.facebook.com/pages/category/Politician/Volker-Mayer-Lay-105133104608651/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mehltretter_andreas-860282, SPD,"[{'title': 'homepage', 'url': 'https://www.andreas-mehltretter.de'}, {'title': 'twitter', 'url': 'https://twitter.com/Mehli'}, {'title': 'Instagram', 'url': 'http://instagram.com/andreasmehltretter'}, {'title': 'facebook', 'url': 'http://facebook.com/andreasmehltretterSPD'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mehmet_ali_takis-860230, SPD,"[{'title': 'homepage', 'url': 'https://takis-2021.de'}, {'title': 'twitter', 'url': 'https://twitter.com/TakisMehmetAli1'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/takis_ma2021/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Takis-Mehmet-Ali-100377718535195'}]"
https://www.bundestag.de/abgeordnete/biografien/M/meiser_pascal-857732, Die Linke,"[{'title': 'homepage', 'url': 'http://www.pascal-meiser.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/pascalmeiser?lang=de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/pascalmeiser361'}]"
https://www.bundestag.de/abgeordnete/biografien/M/meister_michael_guenther-857742, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.meister-schafft.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/meister_schafft?lang=de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/Dr.Michael.Meister/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mende_dirk-931142, SPD,"[{'title': 'homepage', 'url': 'https://dirk-ulrich-mende.de/'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/dirkulrichmende/'}, {'title': 'twitter', 'url': 'https://twitter.com/DirkUlrichMende?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/dirk-ulrich-mende-78472a124?original_referer=https%3A%2F%2Fwww.google.com%2F'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/mendedirkulrich/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/menge_susanne-860842, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://susanne2021.de/?ltclid=f43ca42d-ebf6-46c8-b1c7-313fedf3f06b'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/susannemenge_nds/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/merz_friedrich-861648, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.friedrich-merz.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/MerzCDU'}, {'title': 'twitter', 'url': 'https://twitter.com/_FriedrichMerz'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/MerzCDU'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/friedrich-merz'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mesarosch_robin-860198, SPD,"[{'title': 'homepage', 'url': 'http://www.robin-mesarosch.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/RobinMesaroschSPD'}, {'title': 'twitter', 'url': 'http://www.twitter.com/mesarosch'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/mesarosch/'}, {'title': 'linkedin', 'url': 'http://www.linkedin.com/in/robin-mesarosch-57239442/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/metzler_jan-857736, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.janmetzler.de/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/jan.metzler/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/unserJanMetzler/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UC7jwPRjB4I0o_qzhdIGF-aA'}]"
https://www.bundestag.de/abgeordnete/biografien/M/meyer_christoph-857758, FDP,"[{'title': 'homepage', 'url': 'https://christoph-meyer.berlin/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/christoph.meyer.berlin/'}, {'title': 'twitter', 'url': 'https://twitter.com/Meyer_FDP'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/christoph-meyer-84998b170/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/meyer_fdp/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/miazga_corinna-857734, FDP,no_data
https://www.bundestag.de/abgeordnete/biografien/M/michaelsen_swantje-860836, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://swantje-michaelsen.de'}, {'title': 'twitter', 'url': 'https://twitter.com/SwantjeMichael1'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/swantjemichaelsen'}, {'title': 'facebook', 'url': 'https://www.facebook.com/swantje.michaelsen'}]"
https://www.bundestag.de/abgeordnete/biografien/M/michel_kathrin-861270, SPD,"[{'title': 'homepage', 'url': 'https://www.michel-kathrin.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/@KathrinMichelSPD'}, {'title': 'twitter', 'url': 'https://www.twitter.com/@Kthrn_Mchl_SPD'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/@kthrn_mchl_spd'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/kathrin-michel-a27119143'}]"
https://www.bundestag.de/abgeordnete/biografien/M/middelberg_mathias-857718, CDU/CSU,"[{'title': 'homepage', 'url': 'http://mathias-middelberg.de/'}, {'title': 'facebook', 'url': 'http://facebook.com/mathias.middelberg'}]"
https://www.bundestag.de/abgeordnete/biografien/M/miersch_matthias-857728, SPD,"[{'title': 'homepage', 'url': 'http://www.matthias-miersch.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/miersch.matthias'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/matthiasmiersch/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mieves_matthias-861194, SPD,"[{'title': 'homepage', 'url': 'https://matthiasmieves.de/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/matthiasmieves/?hl=de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Mut.Macher.Matthias/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mihalic_irene-857750, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.irene-mihalic.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/pages/Irene-Mihalic-Mitglied-des-Deutschen-Bundestages/196359297238038'}, {'title': 'twitter', 'url': 'http://www.twitter.com/IreneMihalic'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/irene.mihalic/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mijatovic_boris-860738, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.boris-mijatovic.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/borismijatovic'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/boris.mijatovic/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/BorisfuerBerlin'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mittag_susanne-857748, SPD,"[{'title': 'homepage', 'url': 'https://www.susanne-mittag.info'}, {'title': 'facebook', 'url': 'https://www.facebook.com/susanne.mittag.9/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/susanne.mittag.mdb'}]"
https://www.bundestag.de/abgeordnete/biografien/M/moehring_cornelia-857724, Die Linke,"[{'title': 'homepage', 'url': 'https://www.cornelia-moehring.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/CorneliaMoehring/'}, {'title': 'twitter', 'url': 'https://twitter.com/Conni_Moehring'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/connimoe/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/moeller_siemtje-857744, SPD,"[{'title': 'homepage', 'url': 'https://siemtje-moeller.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/siemtjemoeller/'}, {'title': 'twitter', 'url': 'https://twitter.com/SiemtjeMdB'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/siemtje_moeller/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/moerseburg_maximilian-861900, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.maximilian-moerseburg.de/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/0711max/?hl=de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/maxmoerseburg/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCmxiLGgtk0D7pO7dGBxV20w'}, {'title': 'twitter', 'url': 'http://www.twitter.com/maxmoerseburg'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mohamed_ali_amira-857720, Die Linke,"[{'title': 'homepage', 'url': 'https://www.amira-mohamed-ali.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/amira.dielinke/'}, {'title': 'twitter', 'url': 'https://twitter.com/Amira_M_Ali'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/amira.mohamedali.dielinke/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mohrs_falko-857730, Die Linke,no_data
https://www.bundestag.de/abgeordnete/biografien/M/moll_claudia-857752, SPD,"[{'title': 'homepage', 'url': 'https://www.claudiamoll.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/ClaudiaMollSPD'}, {'title': 'twitter', 'url': 'https://twitter.com/ClaudiaMollMdB'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/claudia_moll_'}]"
https://www.bundestag.de/abgeordnete/biografien/M/moncsek_mike-860898, AfD,"[{'title': 'homepage', 'url': 'https://mikemoncsek.de/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/monstadt_dietrich-857762, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.dietrich-monstadt.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/dietrichmonstadt/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/dietrichmonstadt/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/moosdorf_matthias-863320, AfD,"[{'title': 'homepage', 'url': 'http://www.moosdorf21.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/matthias.moosdorf'}, {'title': 'http://', 'url': 'http://'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mordhorst_maximilian-860900, FDP,"[{'title': 'homepage', 'url': 'https://max-mordhorst.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/maxmordhorstfdp'}, {'title': 'twitter', 'url': 'https://twitter.com/maxmordhorst'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/maximilianmordhorst/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_alexander-857774, FDP,"[{'title': 'homepage', 'url': 'https://amueller.abgeordnete.fdpbt.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/alexmuellerfdp'}, {'title': 'twitter', 'url': 'https://twitter.com/alexmuellerfdp'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/alexander-müller-4486b920'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/alexmuellerfdp/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_axel-857788, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.cduaxelmueller.de/'}, {'title': 'facebook', 'url': 'http://www.facebook.com/cduaxelmueller'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_bettina-857768, SPD,"[{'title': 'homepage', 'url': 'http://www.muellerbettina.com'}, {'title': 'facebook', 'url': 'http://www.facebook.com/BettinaMuellerSPD'}, {'title': 'twitter', 'url': 'http://twitter.com/BetMueller'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/betmueller/'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_carsten-857782, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.carsten-mueller.com'}, {'title': 'facebook', 'url': 'http://www.facebook.com/carsten.muller.125'}, {'title': 'twitter', 'url': 'http://twitter.com/mdbmuller'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/carsten-m%C3%BCller-4b6b2a71'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_claudia-857790, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.claudia-mueller.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/gruenclaudia'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/gruenclaudia'}, {'title': 'facebook', 'url': 'https://www.facebook.com/gruenclaudia'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_detlef-857770, SPD,"[{'title': 'homepage', 'url': 'http://www.spd-mueller.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/detlefmuellerchemnitz/'}, {'title': 'twitter', 'url': 'https://twitter.com/MuellerChemnitz'}, {'title': 'Instagram', 'url': 'https://instagram.com/muellerchemnitz'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_florian-861766, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.florian-mueller.de'}]"
https://www.bundestag.de/abgeordnete/biografien/M/mueller_michael-860414, SPD,"[{'title': 'homepage', 'url': 'https://michael-mueller.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/michael.mueller.berlin'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/michaelmueller.berlin/?hl=de'}]"
